catalog,po,line,severity,rule,message,source,plural_source,translations,findings_in_same_entry
locale/iso_3166-2,po/locale/iso_3166-2.po,1762,info,source-equals-translation,Translation is identical to source (possibly untranslated),Cargados Carajos Shoals,,"{""None"": ""Cargados Carajos Shoals""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,1792,info,source-equals-translation,Translation is identical to source (possibly untranslated),Castilla y León,,"{""None"": ""Castilla y León""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,1891,info,source-equals-translation,Translation is identical to source (possibly untranslated),Centre-Val de Loire,,"{""None"": ""Centre-Val de Loire""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,1894,info,source-equals-translation,Translation is identical to source (possibly untranslated),Cerklje na Gorenjskem,,"{""None"": ""Cerklje na Gorenjskem""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,1978,info,source-equals-translation,Translation is identical to source (possibly untranslated),Cheshire West and Chester,,"{""None"": ""Cheshire West and Chester""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2071,info,source-equals-translation,Translation is identical to source (possibly untranslated),Christ Church Nichola Town,,"{""None"": ""Christ Church Nichola Town""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2104,info,source-equals-translation,Translation is identical to source (possibly untranslated),Ciego de Ávila,,"{""None"": ""Ciego de Ávila""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2116,info,source-equals-translation,Translation is identical to source (possibly untranslated),City of Freeport,,"{""None"": ""City of Freeport""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2119,info,source-equals-translation,Translation is identical to source (possibly untranslated),Ciudad Autónoma de Buenos Aires,,"{""None"": ""Ciudad Autónoma de Buenos Aires""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2278,info,source-equals-translation,Translation is identical to source (possibly untranslated),Crooked Island and Long Cay,,"{""None"": ""Crooked Island and Long Cay""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2377,info,source-equals-translation,Translation is identical to source (possibly untranslated),Darhan uul,,"{""None"": ""Darhan uul""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2398,info,source-equals-translation,Translation is identical to source (possibly untranslated),Davao del Norte,,"{""None"": ""Davao del Norte""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2401,info,source-equals-translation,Translation is identical to source (possibly untranslated),Davao del Sur,,"{""None"": ""Davao del Sur""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2404,info,source-equals-translation,Translation is identical to source (possibly untranslated),Dayr az Zawr,,"{""None"": ""Dayr az Zawr""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2422,info,source-equals-translation,Translation is identical to source (possibly untranslated),Deir El Balah,,"{""None"": ""Deir El Balah""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2515,info,source-equals-translation,Translation is identical to source (possibly untranslated),District of Columbia,,"{""None"": ""District of Columbia""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2518,info,source-equals-translation,Translation is identical to source (possibly untranslated),Distrito Capital de Bogotá,,"{""None"": ""Distrito Capital de Bogotá""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2566,info,source-equals-translation,Translation is identical to source (possibly untranslated),Dol pri Ljubljani,,"{""None"": ""Dol pri Ljubljani""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2716,info,source-equals-translation,Translation is identical to source (possibly untranslated),East Grand Bahama,,"{""None"": ""East Grand Bahama""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2722,info,source-equals-translation,Translation is identical to source (possibly untranslated),East New Britain,,"{""None"": ""East New Britain""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2728,info,source-equals-translation,Translation is identical to source (possibly untranslated),East Riding of Yorkshire,,"{""None"": ""East Riding of Yorkshire""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,2761,info,source-equals-translation,Translation is identical to source (possibly untranslated),"Edinburgh, City of",,"{""None"": ""Edinburgh, City of""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,3052,info,source-equals-translation,Translation is identical to source (possibly untranslated),Fquih Ben Salah,,"{""None"": ""Fquih Ben Salah""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,3280,info,source-equals-translation,Translation is identical to source (possibly untranslated),Gorenja vas-Poljane,,"{""None"": ""Gorenja vas-Poljane""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,3316,info,source-equals-translation,Translation is identical to source (possibly untranslated),Gracias a Dios,,"{""None"": ""Gracias a Dios""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,3331,info,source-equals-translation,Translation is identical to source (possibly untranslated),Grand Anse Mahe,,"{""None"": ""Grand Anse Mahe""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,3334,info,source-equals-translation,Translation is identical to source (possibly untranslated),Grand Anse Praslin,,"{""None"": ""Grand Anse Praslin""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,3340,info,source-equals-translation,Translation is identical to source (possibly untranslated),Grand Cape Mount,,"{""None"": ""Grand Cape Mount""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,3562,info,source-equals-translation,Translation is identical to source (possibly untranslated),Hammersmith and Fulham,,"{""None"": ""Hammersmith and Fulham""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,3628,info,source-equals-translation,Translation is identical to source (possibly untranslated),Haute-Sangha / Mambéré-Kadéï,,"{""None"": ""Haute-Sangha / Mambéré-Kadéï""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,3727,info,source-equals-translation,Translation is identical to source (possibly untranslated),Hodh ech Chargui,,"{""None"": ""Hodh ech Chargui""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,3910,info,source-equals-translation,Translation is identical to source (possibly untranslated),Ilhas de Barlavento,,"{""None"": ""Ilhas de Barlavento""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,3913,info,source-equals-translation,Translation is identical to source (possibly untranslated),Ilhas de Sotavento,,"{""None"": ""Ilhas de Sotavento""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4015,info,source-equals-translation,Translation is identical to source (possibly untranslated),Isla de la Juventud,,"{""None"": ""Isla de la Juventud""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4024,info,source-equals-translation,Translation is identical to source (possibly untranslated),Isle of Wight,,"{""None"": ""Isle of Wight""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4060,info,source-equals-translation,Translation is identical to source (possibly untranslated),Jablanički okrug,,"{""None"": ""Jablanički okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4063,info,source-equals-translation,Translation is identical to source (possibly untranslated),Jablonec nad Nisou,,"{""None"": ""Jablonec nad Nisou""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4216,info,source-equals-translation,Translation is identical to source (possibly untranslated),Južnobanatski okrug,,"{""None"": ""Južnobanatski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4219,info,source-equals-translation,Translation is identical to source (possibly untranslated),Južnobački okrug,,"{""None"": ""Južnobački okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4261,info,source-equals-translation,Translation is identical to source (possibly untranslated),Kafr ash Shaykh,,"{""None"": ""Kafr ash Shaykh""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4471,info,source-equals-translation,Translation is identical to source (possibly untranslated),Kensington and Chelsea,,"{""None"": ""Kensington and Chelsea""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4591,info,source-equals-translation,Translation is identical to source (possibly untranslated),Kingston upon Hull,,"{""None"": ""Kingston upon Hull""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4594,info,source-equals-translation,Translation is identical to source (possibly untranslated),Kingston upon Thames,,"{""None"": ""Kingston upon Thames""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4672,info,source-equals-translation,Translation is identical to source (possibly untranslated),Kolubarski okrug,,"{""None"": ""Kolubarski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4726,info,source-equals-translation,Translation is identical to source (possibly untranslated),Kosovski okrug,,"{""None"": ""Kosovski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4729,info,source-equals-translation,Translation is identical to source (possibly untranslated),Kosovsko-Mitrovački okrug,,"{""None"": ""Kosovsko-Mitrovački okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,4732,info,source-equals-translation,Translation is identical to source (possibly untranslated),Kosovsko-Pomoravski okrug,,"{""None"": ""Kosovsko-Pomoravski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,5056,info,source-equals-translation,Translation is identical to source (possibly untranslated),Lanao del Norte,,"{""None"": ""Lanao del Norte""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,5059,info,source-equals-translation,Translation is identical to source (possibly untranslated),Lanao del Sur,,"{""None"": ""Lanao del Sur""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,5191,info,source-equals-translation,Translation is identical to source (possibly untranslated),Libertador General Bernardo O'Higgins,,"{""None"": ""Libertador General Bernardo O'Higgins""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,5323,info,source-equals-translation,Translation is identical to source (possibly untranslated),"London, City of",,"{""None"": ""London, City of""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,5383,info,source-equals-translation,Translation is identical to source (possibly untranslated),Lovrenc na Pohorju,,"{""None"": ""Lovrenc na Pohorju""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,5395,info,source-equals-translation,Translation is identical to source (possibly untranslated),Loška dolina,,"{""None"": ""Loška dolina""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,5509,info,source-equals-translation,Translation is identical to source (possibly untranslated),Madre de Dios,,"{""None"": ""Madre de Dios""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,5515,info,source-equals-translation,Translation is identical to source (possibly untranslated),"Madrid, Comunidad de",,"{""None"": ""Madrid, Comunidad de""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,5521,info,source-equals-translation,Translation is identical to source (possibly untranslated),Mae Hong Son,,"{""None"": ""Mae Hong Son""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,5761,info,source-equals-translation,Translation is identical to source (possibly untranslated),María Trinidad Sánchez,,"{""None"": ""María Trinidad Sánchez""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,5827,info,source-equals-translation,Translation is identical to source (possibly untranslated),Mato Grosso do Sul,,"{""None"": ""Mato Grosso do Sul""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,5854,info,source-equals-translation,Translation is identical to source (possibly untranslated),Mačvanski okrug,,"{""None"": ""Mačvanski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,5992,info,source-equals-translation,Translation is identical to source (possibly untranslated),Miklavž na Dravskem polju,,"{""None"": ""Miklavž na Dravskem polju""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6160,info,source-equals-translation,Translation is identical to source (possibly untranslated),Monza e Brianza,,"{""None"": ""Monza e Brianza""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6172,info,source-equals-translation,Translation is identical to source (possibly untranslated),Moravički okrug,,"{""None"": ""Moravički okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6271,info,source-equals-translation,Translation is identical to source (possibly untranslated),Mubārak al Kabīr,,"{""None"": ""Mubārak al Kabīr""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6304,info,source-equals-translation,Translation is identical to source (possibly untranslated),"Murcia, Región de",,"{""None"": ""Murcia, Región de""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6355,info,source-equals-translation,Translation is identical to source (possibly untranslated),Møre og Romsdal,,"{""None"": ""Møre og Romsdal""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6427,info,source-equals-translation,Translation is identical to source (possibly untranslated),Nakhon Si Thammarat,,"{""None"": ""Nakhon Si Thammarat""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6565,info,source-equals-translation,Translation is identical to source (possibly untranslated),Nei Mongol Zizhiqu,,"{""None"": ""Nei Mongol Zizhiqu""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6607,info,source-equals-translation,Translation is identical to source (possibly untranslated),Newcastle upon Tyne,,"{""None"": ""Newcastle upon Tyne""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6715,info,source-equals-translation,Translation is identical to source (possibly untranslated),Nišavski okrug,,"{""None"": ""Nišavski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6727,info,source-equals-translation,Translation is identical to source (possibly untranslated),Nong Bua Lam Phu,,"{""None"": ""Nong Bua Lam Phu""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6772,info,source-equals-translation,Translation is identical to source (possibly untranslated),Norte de Santander,,"{""None"": ""Norte de Santander""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6799,info,source-equals-translation,Translation is identical to source (possibly untranslated),North East Lincolnshire,,"{""None"": ""North East Lincolnshire""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6865,info,source-equals-translation,Translation is identical to source (possibly untranslated),Norðurland eystra,,"{""None"": ""Norðurland eystra""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6868,info,source-equals-translation,Translation is identical to source (possibly untranslated),Norðurland vestra,,"{""None"": ""Norðurland vestra""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6955,info,source-equals-translation,Translation is identical to source (possibly untranslated),Nusa Tenggara Barat,,"{""None"": ""Nusa Tenggara Barat""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,6958,info,source-equals-translation,Translation is identical to source (possibly untranslated),Nusa Tenggara Timur,,"{""None"": ""Nusa Tenggara Timur""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,7183,info,source-equals-translation,Translation is identical to source (possibly untranslated),Otdar Mean Chey,,"{""None"": ""Otdar Mean Chey""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,7219,info,source-equals-translation,Translation is identical to source (possibly untranslated),Oum el Bouaghi,,"{""None"": ""Oum el Bouaghi""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,7426,info,source-equals-translation,Translation is identical to source (possibly untranslated),Pesaro e Urbino,,"{""None"": ""Pesaro e Urbino""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,7447,info,source-equals-translation,Translation is identical to source (possibly untranslated),Pećki okrug,,"{""None"": ""Pećki okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,7483,info,source-equals-translation,Translation is identical to source (possibly untranslated),Phra Nakhon Si Ayutthaya,,"{""None"": ""Phra Nakhon Si Ayutthaya""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,7525,info,source-equals-translation,Translation is identical to source (possibly untranslated),Pirotski okrug,,"{""None"": ""Pirotski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,7606,info,source-equals-translation,Translation is identical to source (possibly untranslated),Podunavski okrug,,"{""None"": ""Podunavski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,7648,info,source-equals-translation,Translation is identical to source (possibly untranslated),Pomoravski okrug,,"{""None"": ""Pomoravski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,7669,info,source-equals-translation,Translation is identical to source (possibly untranslated),Port of Spain,,"{""None"": ""Port of Spain""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,7720,info,source-equals-translation,Translation is identical to source (possibly untranslated),Prachuap Khiri Khan,,"{""None"": ""Prachuap Khiri Khan""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,7774,info,source-equals-translation,Translation is identical to source (possibly untranslated),Prizrenski okrug,,"{""None"": ""Prizrenski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,7855,info,source-equals-translation,Translation is identical to source (possibly untranslated),Pčinjski okrug,,"{""None"": ""Pčinjski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,7981,info,source-equals-translation,Translation is identical to source (possibly untranslated),Radlje ob Dravi,,"{""None"": ""Radlje ob Dravi""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8014,info,source-equals-translation,Translation is identical to source (possibly untranslated),Ralik chain,,"{""None"": ""Ralik chain""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8017,info,length-ratio,Translation is 3.8x longer than source,Ramallah,,"{""None"": ""Ramallah och Al-Birahs provins""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8035,info,source-equals-translation,Translation is identical to source (possibly untranslated),Rasinski okrug,,"{""None"": ""Rasinski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8038,info,source-equals-translation,Translation is identical to source (possibly untranslated),Ratak chain,,"{""None"": ""Ratak chain""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8050,info,source-equals-translation,Translation is identical to source (possibly untranslated),Ravne na Koroškem,,"{""None"": ""Ravne na Koroškem""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8068,info,source-equals-translation,Translation is identical to source (possibly untranslated),Raški okrug,,"{""None"": ""Raški okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8080,info,source-equals-translation,Translation is identical to source (possibly untranslated),Redcar and Cleveland,,"{""None"": ""Redcar and Cleveland""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8098,info,source-equals-translation,Translation is identical to source (possibly untranslated),Región Metropolitana de Santiago,,"{""None"": ""Región Metropolitana de Santiago""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8128,info,source-equals-translation,Translation is identical to source (possibly untranslated),Rečica ob Savinji,,"{""None"": ""Rečica ob Savinji""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8149,info,source-equals-translation,Translation is identical to source (possibly untranslated),Ribeira Grande de Santiago,,"{""None"": ""Ribeira Grande de Santiago""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8155,info,source-equals-translation,Translation is identical to source (possibly untranslated),Ribnica na Pohorju,,"{""None"": ""Ribnica na Pohorju""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8158,info,source-equals-translation,Translation is identical to source (possibly untranslated),Richmond upon Thames,,"{""None"": ""Richmond upon Thames""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8167,info,source-equals-translation,Translation is identical to source (possibly untranslated),Rio Grande do Norte,,"{""None"": ""Rio Grande do Norte""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8170,info,source-equals-translation,Translation is identical to source (possibly untranslated),Rio Grande do Sul,,"{""None"": ""Rio Grande do Sul""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8173,info,source-equals-translation,Translation is identical to source (possibly untranslated),Rio de Janeiro,,"{""None"": ""Rio de Janeiro""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8188,info,source-equals-translation,Translation is identical to source (possibly untranslated),Rivière du Rempart,,"{""None"": ""Rivière du Rempart""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8299,info,source-equals-translation,Translation is identical to source (possibly untranslated),Rychnov nad Kněžnou,,"{""None"": ""Rychnov nad Kněžnou""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8305,info,source-equals-translation,Translation is identical to source (possibly untranslated),Río San Juan,,"{""None"": ""Río San Juan""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8371,info,source-equals-translation,Translation is identical to source (possibly untranslated),Saint Anne Sandy Point,,"{""None"": ""Saint Anne Sandy Point""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8386,info,source-equals-translation,Translation is identical to source (possibly untranslated),Saint George Basseterre,,"{""None"": ""Saint George Basseterre""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8389,info,source-equals-translation,Translation is identical to source (possibly untranslated),Saint George Gingerland,,"{""None"": ""Saint George Gingerland""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8398,info,source-equals-translation,Translation is identical to source (possibly untranslated),Saint James Windward,,"{""None"": ""Saint James Windward""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8404,info,source-equals-translation,Translation is identical to source (possibly untranslated),Saint John Capisterre,,"{""None"": ""Saint John Capisterre""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8407,info,source-equals-translation,Translation is identical to source (possibly untranslated),Saint John Figtree,,"{""None"": ""Saint John Figtree""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8431,info,source-equals-translation,Translation is identical to source (possibly untranslated),Saint Mary Cayon,,"{""None"": ""Saint Mary Cayon""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8443,info,source-equals-translation,Translation is identical to source (possibly untranslated),Saint Paul Capisterre,,"{""None"": ""Saint Paul Capisterre""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8446,info,source-equals-translation,Translation is identical to source (possibly untranslated),Saint Paul Charlestown,,"{""None"": ""Saint Paul Charlestown""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8452,info,source-equals-translation,Translation is identical to source (possibly untranslated),Saint Peter Basseterre,,"{""None"": ""Saint Peter Basseterre""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8461,info,source-equals-translation,Translation is identical to source (possibly untranslated),Saint Thomas Lowland,,"{""None"": ""Saint Thomas Lowland""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8464,info,source-equals-translation,Translation is identical to source (possibly untranslated),Saint Thomas Middle Island,,"{""None"": ""Saint Thomas Middle Island""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8566,info,source-equals-translation,Translation is identical to source (possibly untranslated),"San Andrés, Providencia y Santa Catalina",,"{""None"": ""San Andrés, Providencia y Santa Catalina""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8587,info,source-equals-translation,Translation is identical to source (possibly untranslated),San Luis Potosí,,"{""None"": ""San Luis Potosí""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8599,info,source-equals-translation,Translation is identical to source (possibly untranslated),San Pedro de Macorís,,"{""None"": ""San Pedro de Macorís""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8638,info,source-equals-translation,Translation is identical to source (possibly untranslated),Sant Julià de Lòria,,"{""None"": ""Sant Julià de Lòria""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8680,info,source-equals-translation,Translation is identical to source (possibly untranslated),Santiago de Cuba,,"{""None"": ""Santiago de Cuba""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8683,info,source-equals-translation,Translation is identical to source (possibly untranslated),Santiago del Estero,,"{""None"": ""Santiago del Estero""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8794,info,source-equals-translation,Translation is identical to source (possibly untranslated),Selnica ob Dravi,,"{""None"": ""Selnica ob Dravi""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8824,info,source-equals-translation,Translation is identical to source (possibly untranslated),Severnobanatski okrug,,"{""None"": ""Severnobanatski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8827,info,source-equals-translation,Translation is identical to source (possibly untranslated),Severnobački okrug,,"{""None"": ""Severnobački okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8908,info,source-equals-translation,Translation is identical to source (possibly untranslated),Si Sa Ket,,"{""None"": ""Si Sa Ket""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,8923,info,source-equals-translation,Translation is identical to source (possibly untranslated),Sidi Bel Abbès,,"{""None"": ""Sidi Bel Abbès""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9238,info,source-equals-translation,Translation is identical to source (possibly untranslated),Središče ob Dravi,,"{""None"": ""Središče ob Dravi""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9241,info,source-equals-translation,Translation is identical to source (possibly untranslated),Srednjebanatski okrug,,"{""None"": ""Srednjebanatski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9244,info,source-equals-translation,Translation is identical to source (possibly untranslated),Sremski okrug,,"{""None"": ""Sremski okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9376,info,source-equals-translation,Translation is identical to source (possibly untranslated),Surigao del Norte,,"{""None"": ""Surigao del Norte""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9379,info,source-equals-translation,Translation is identical to source (possibly untranslated),Surigao del Sur,,"{""None"": ""Surigao del Sur""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9463,info,source-equals-translation,Translation is identical to source (possibly untranslated),São Lourenço dos Órgãos,,"{""None"": ""São Lourenço dos Órgãos""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9472,info,source-equals-translation,Translation is identical to source (possibly untranslated),São Salvador do Mundo,,"{""None"": ""São Salvador do Mundo""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9652,info,source-equals-translation,Translation is identical to source (possibly untranslated),Tarrafal de São Nicolau,,"{""None"": ""Tarrafal de São Nicolau""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9697,info,source-equals-translation,Translation is identical to source (possibly untranslated),Telford and Wrekin,,"{""None"": ""Telford and Wrekin""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9724,info,source-equals-translation,Translation is identical to source (possibly untranslated),Territoire de Belfort,,"{""None"": ""Territoire de Belfort""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9886,info,source-equals-translation,Translation is identical to source (possibly untranslated),Toplički okrug,,"{""None"": ""Toplički okrug""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9961,info,source-equals-translation,Translation is identical to source (possibly untranslated),Treinta y Tres,,"{""None"": ""Treinta y Tres""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9988,info,source-equals-translation,Translation is identical to source (possibly untranslated),Trinity Palmetto Point,,"{""None"": ""Trinity Palmetto Point""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,9994,info,source-equals-translation,Translation is identical to source (possibly untranslated),Tristan da Cunha,,"{""None"": ""Tristan da Cunha""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10231,info,source-equals-translation,Translation is identical to source (possibly untranslated),Valle del Cauca,,"{""None"": ""Valle del Cauca""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10237,info,source-equals-translation,Translation is identical to source (possibly untranslated),Vallon de la Rousse,,"{""None"": ""Vallon de la Rousse""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10351,info,source-equals-translation,Translation is identical to source (possibly untranslated),Viana do Castelo,,"{""None"": ""Viana do Castelo""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10396,warning,inconsistent-punctuation,Missing ending punctuation (source ends with '.'),"Virgin Islands, U.S.",,"{""None"": ""Jungfruöarna, Amerikanska""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10396,warning,end-stop-mismatch,Source ends with period but translation does not,"Virgin Islands, U.S.",,"{""None"": ""Jungfruöarna, Amerikanska""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10555,info,source-equals-translation,Translation is identical to source (possibly untranslated),West Grand Bahama,,"{""None"": ""West Grand Bahama""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10561,info,source-equals-translation,Translation is identical to source (possibly untranslated),West New Britain,,"{""None"": ""West New Britain""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10636,info,source-equals-translation,Translation is identical to source (possibly untranslated),Windsor and Maidenhead,,"{""None"": ""Windsor and Maidenhead""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10696,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xinjiang Uygur Zizhiqu,,"{""None"": ""Xinjiang Uygur Zizhiqu""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10825,info,source-equals-translation,Translation is identical to source (possibly untranslated),Zagorje ob Savi,,"{""None"": ""Zagorje ob Savi""}",
locale/iso_3166-2,po/locale/iso_3166-2.po,10834,info,source-equals-translation,Translation is identical to source (possibly untranslated),Zaječarski okrug,,"{""None"": ""Zaječarski okrug""}",
